Tweet,Username,Date
"Replying to @cnnphilippines
and @davidyusantos
Voters trickling in as polls open at 6am here in Davao City. After going through temperature check, voters check their names and polling precinct assignments on the lists posted in one of the school buildings. #TheFilipinoVotesðŸ‡µðŸ‡­ | @davidyusantos",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
Comelec assures public: Sisiguraduhin po naming lahat na ang boto ninyo, ang boto namin po ay mabibilang ng tama at wasto. #TheFilipinoVotesðŸ‡µðŸ‡­ | @meltlopez",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @anjocalimario
Precincts open at Carangcang Elementary School with only 10 voters allowed at a time inside the classroom. #TheFilipinoVotesðŸ‡µðŸ‡­ | @anjocalimario",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @GergCahiles
Among the firsts to arrive here is this senior citizen. She was given due courtesy and was the first to cast her vote in this precinct. #TheFilipinoVotesðŸ‡µðŸ‡­ | @GergCahiles",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Comelec acting spokesperson John Rex Laudiangco on the Marcos disqualification case: Holiday niya natanggap yung decision. All the commissioners and chairmen had been in depth in the analysis of the case. That's why they decided to promulgate it tomorrow. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @TristanNodalo
WATCH: Voters now allowed to enter Commonwealth Elementary School. This is one of the biggest voting centers in the vote-rich city. #TheFilipinoVotesðŸ‡µðŸ‡­ | @TristanNodalo",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @GergCahiles
WATCH: The Board of Election Inspectors at Bayan Luma I Elementary School in Imus City unboxing the vote counting machine while poll watchers are observing it. #TheFilipinoVotesðŸ‡µðŸ‡­ | @GergCahiles",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @pnbarcelonlive
WATCH: 2 minutes before voting starts, senior citizen voters are being allowed entry at the Magat Salamat Elem. School in Manila. Over 31,000 voters are expected to show up here today. #TheFilipinoVotesðŸ‡µðŸ‡­ | @pnbarcelonlive",cnnphilippines,5/9/2022
"Hereâ€™s the classroom at Kiamba Central Elementary School in Sarangani where Sen. @MannyPacquiao
will vote today. Ballots, ballot boxes, indelible ink bottles have been laid out for use when voters arrive. #TheFilipinoVotesðŸ‡µðŸ‡­ | @xianneangel
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Good morning, everyone! We're here at Bayan Luma I Elementary School where presidential candidate Sen. Ping Lacson will vote. #TheFilipinoVotesðŸ‡µðŸ‡­ | @GergCahiles
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
PNP OIC Danao reminds all police personnel to remain apolitical, nonpartisan, and to treat all candidates equally. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
PNP officer-in-charge Vicente Danao Jr. reminds campaign materials cannot be distributed in voting precincts: Bawal na ang campaigning since yesterday. They will be cautioned to stop. If they insist, they will be apprehended. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"THREAD: Philippine National Police holds a press briefing | LIVE https://bit.ly/3N0THIw
Tweets by our digital producer @laratyan
#TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya says a lot are at stake in this 2022 elections: The protection of human rights, the sovereignty, the quality of leadership in the next six years, and how do we address the pandemic in the new normal. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @PaigeJavier
The electoral board is giving final reminders to poll watchers, minutes before voting begins. Theyâ€™re reminded to follow protocols or they will be asked to leave the precinct. #TheFilipinoVotesðŸ‡µðŸ‡­ | @PaigeJavier",cnnphilippines,5/9/2022
"Good morning from a rainy Davao City!
We'll reporting throughout the day from Daniel R Aguinaldo National High School, where President Rodrigo Duterte and his daughter, vice presidential bet Sara Duterte-Carpio, will be casting their ballots. #TheFilipinoVotesðŸ‡µðŸ‡­ | @davidyusantos",cnnphilippines,5/9/2022
"Filipino voters arrive early at Legarda Elementary School in Sampaloc, Manila to cast their votes this morning. Manila Vice Mayor Honey Lacuna, who is running for city mayor, will also cast her vote in this school later. #TheFilipinoVotesðŸ‡µðŸ‡­ | @stanleygajete",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya: It's very important to choose a leader to address this concern. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya: Please consider this 2022 elections as a matter of survival. We have seen the worse in the past two years with this pandemic. The social protection and the healthcare system, the inadequacies of these have been exposed. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya encourages the public to report and inform them of any incidents of vote buying, machine errors, harassments, etc. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya: There is an intent to spread false news. There is an intent to spread lies and untruths. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya on the proliferation of disinformation in this year's elex: Groups would benefit from disinformation and also are disadvantaged. Disinformation is used primarily to entice voters by spreading lies and untruths. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya: This is the election cycle when we experienced the most proliferation of disinformation. That would somehow influence the outcome of the elections. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
What will happen if the VCM won't be repaired by the time voting opens at 6am?
Laudiangco: Ihahabol na lang po lahat ito, magba-batch feeding tayo (ng balota) kapag dumating na ang VCM. Meron po tayong watchers, 'wag po kayong matakot. #TheFilipinoVotesðŸ‡µðŸ‡­ | @meltlopez",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
Comelec urges Filipinos to head to their voting precincts early. Voting will be 6am-7pm.
Comelec says the poll body, Armed Forces, Philippine National Police ensure a peaceful and orderly polls: Huwag kayo matakot, we will ensure you will be able to vote. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Kontra Daya convenor Malou Turalde on the 2022 national polls: For me to say to be successful, it has to be clean and honest, and the outcomes are credible. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @CarolynBonquin
The triage in Guadalupe Elementary School (one of the biggest polling places in Cebu City) is now open. Health workers are checking each voterâ€™s temperature. #TheFilipinoVotesðŸ‡µðŸ‡­ | @CarolynBonquin
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Thereâ€™s already a queue of early voters outside Guadalupe Elementary School in Cebu City.
A voter told CNN Philippines, heâ€™d rather vote early so heâ€™ll be back home early. A total of 32,934 residents are expected to cast their votes here. #TheFilipinoVotesðŸ‡µðŸ‡­ | @CarolynBonquin",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
PNP Directorate for Operations director PMGen Valeriano De Leon says more than 150,000 cops were deployed for this year's elections. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
Heads up! All PWDs may avail of the free rides between 5am until 8:30pm in Antipolo Station and 9pm. in Recto Station. #TheFilipinoVotesðŸ‡µðŸ‡­,cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @pnbarcelonlive
Voters and some poll watchers start lining up outside Magat Salamat Elem. School in Manila. The school also contains precincts assigned to the nearby Manuel L. Quezon High School, which is under construction. #TheFilipinoVotesðŸ‡µðŸ‡­ | @pnbarcelonlive",cnnphilippines,5/9/2022
"Good morning from Camarines Sur! Presidential candidate Vice President Leni Robredo will cast her vote this morning at Carangcang Elementary School in Magarao, Camarines Sur. #TheFilipinoVotesðŸ‡µðŸ‡­ | @anjocalimario
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Good morning from the Santa Cruz Central Elementary School in Laguna! Final preparations are underway before voting begins at 6am. Laguna is the 4th most vote-rich province with over 2M eligible voters. #TheFilipinoVotesðŸ‡µðŸ‡­ | @PaigeJavier
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
Comelec says 106,125 out of 106,174 precincts completed final test runs. Some 49 precincts yet to submit completion reports. #TheFilipinoVotesðŸ‡µðŸ‡­ | @meltlopez",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
Comelec still waiting for 47 reports in BARMM, mainly in Cotabato City, as some teachers refuse to serve in the polls amid confusion and security concerns. Laudiangco says PNP personnel are trained to act as electoral board members to man the polls | @meltlopez",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @meltlopez
Laudiangco reports there is a town in Oriental Mindoro and in Northern Samar which did not finish the final VCM test yesterday due to lack of test ballots. Teachers were allowed to use 3 actual ballots to check if the VCM is working. #TheFilipinoVotesðŸ‡µðŸ‡­ | @meltlopez",cnnphilippines,5/9/2022
"THREAD: Comelec acting spokesman Atty. John Rex Laudiangco holds the first press briefing for the day, 1 hour before voting centers open. â€œItâ€™s all systems go,â€ he says. #TheFilipinoVotesðŸ‡µðŸ‡­ | @meltlopez
Watch here: https://bit.ly/39LIs8t",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @TristanNodalo
Poll watchers at Commonwealth Elementary School now being allowed to enter. #TheFilipinoVotesðŸ‡µðŸ‡­ | @TristanNodalo",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @TristanNodalo
First time voter â€˜Francisâ€™ is among those who lined up early at the Commonwealth Elementary School. Francis: Mahalaga po ang eleksyon na ito kasi maraming fake news ngayon. #TheFilipinoVotesðŸ‡µðŸ‡­ | @TristanNodalo",cnnphilippines,5/9/2022
"LOOK: Voters line up early at Commonwealth Elementary School in Quezon City before the poll opens at 6am. The school is among the biggest voting centers in the city. #TheFilipinoVotesðŸ‡µðŸ‡­ | @TristanNodalo
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
and @crissydimatulac
There are 10 voters allowed per classroom. The elections will be from 6am to 7pm. #TheFilipinoVotesðŸ‡µðŸ‡­ | @crissydimatulac
Live blog: http://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Teachers in Cainta Elementary School are making last minute preparations for todayâ€™s elections. Few hours before voting starts, teachers standing as board of election inspectors are placing vote counting machines in classrooms. #TheFilipinoVotesðŸ‡µðŸ‡­ | @crissydimatulac",cnnphilippines,5/9/2022
"LOOK: Electoral board members now preparing election paraphernalia at the Magat Salamat Elementary School in Tondo, Manila. #TheFilipinoVotesðŸ‡µðŸ‡­ | @pnbarcelonlive
Live blog: https://bit.ly/3N0CKxE",cnnphilippines,5/9/2022
"Replying to @cnnphilippines
Watch our live, in-depth coverage of election day with @RicoHizon
, @riatrillo
, @paoloabrera
. #TheFilipinoVotesðŸ‡µðŸ‡­ ðŸ“± YouTube https://bit.ly/3kTMkX6 ðŸ’» Facebook https://bit.ly/3kRMK0j ðŸ“º Free TV ch. 9, Cignal ch. 10, Sky Cable ch. 14",cnnphilippines,5/9/2022
"THREAD: It's decision day in the Philippines â€” a deeply divided nation that stands at the crossroads.
More than 65 million voters ðŸ—³ï¸ are expected to deliver their verdict today, with hopes of a better tomorrow.
This is a CNN Philippines special coverage. #TheFilipinoVotesðŸ‡µðŸ‡­",cnnphilippines,5/9/2022
"Dahil sa siksikan, hindi lahat ng botante ay nakukuhanan ng temperatura sa Camarin D Elementary School sa Caloocan City. #Eleksyon2022 | via @cedric_castillo",gmanews,5/9/2022
Sight-impaired brothers vote in Alabang Elementary School in Muntinlupa. They brought a list via braille and the votes were dictated to their parents who shaded the ballots. #Eleksyon2022 | via @Joseph_Morong,gmanews,5/9/2022
WATCH: Persons deprived of liberty in Quezon City Jail Female Dormitory cast their vote on election day. #Eleksyon2022 | @jovilandxrita,gmanews,5/9/2022
"Former senator and presidential candidate Ferdinand ""Bongbong"" Marcos Jr. cast his vote on Monday morning for #Eleksyon2022.",gmanews,5/9/2022
"One-way traffic, ipinatupad sa Rizal High School sa Pasig dahil sa mga botanteng nalilito sa entrance at exit. #Eleksyon2022 | via @MMakalalad",gmanews,5/9/2022
"Replying to @gmanews
Pagboto ni Senator @iampinglacson
sa Bayan Luma I Elementary School. #Eleksyon2022 | via @_iancruz",gmanews,5/9/2022
"Presidential candidate @bongbongmarcos
now casting his vote in Mariano Marcos Memorial Elementary School in Batac, Ilocos Norte. | via @sandraguinaldo
Watch the #Eleksyon2022 livestream: https://youtu.be/17EfsZZA4pw",gmanews,5/9/2022
"Senator @iampinglacson
became the first presidential candidate to cast his vote in #Eleksyon2022 on Monday morning.",gmanews,5/9/2022
"These women lined up at 5:30 a.m. to vote at Gen. Tiburcio de Leon Elementary School, the biggest polling place in Valenzuela with 33 polling precincts. #Eleksyon2022 | via @raffytima",gmanews,5/9/2022
Blasts rock Maguindanao hours before May 9 polls; 6 hurt #Eleksyon2022,gmanews,5/9/2022
".
@COMELEC
: 99.95% of precincts done with final VCM testing, sealing #Eleksyon2022",gmanews,5/9/2022
VCM jams at a precinct in Alabang Elementary School. Itâ€™s the first ballot to be fed. #Eleksyon2022,gmanews,5/9/2022
Voters line up to enter Lerma Elementary School in Caloocan Cityy #Eleksyon2022. | @amitalegaspi,gmanews,5/9/2022
"My Kodigo | Eleksyon 2022 | GMA News Online #Eleksyon2022 #DapatTotoo
https://gmanetwork.com/news/eleksyon2022/mykodigo/",gmanews,5/9/2022
Classrooms at the Alabang Elementary School fill to the brim as elections are conducted today. #Eleksyon2022 | via @Joseph_Morong,gmanews,5/9/2022
"Presidential candidate na si Senador @iampinglacson
, dumating na sa Bayan Luma 1 Elementary School para bumoto ngayong #Eleksyon2022. | via @_iancruz",gmanews,5/9/2022
"Isa sa pinakamalaking voting center sa Kalibo, Aklan, pinipilahan na; pila ng mga botante, abot hanggang kalsada. #Eleksyon2022 | @AllenAscano
, Super Radyo Kalibo @dzbb",gmanews,5/9/2022
PANOORIN: Sitwasyon sa entrance ng Camarin D Elementary School sa Caloocan City. Siksikan ang mga botante dahil sa makipot na gate at mapa ng voting precincts. #Eleksyon2022 | via @cedric_castillo,gmanews,5/9/2022
LOOK: Long lines have started at the Sauyo Elementary School in Quezon City for Mondayâ€™s #Eleksyon2022. | @chekaviernes,gmanews,5/9/2022
"LOOK: Long line of voters at San Juan Elementary School in Taytay, Rizal. #Eleksyon2022",gmanews,5/9/2022
"Kahit na nasa ilalim ng Comelec-controlled area, pumila pa rin ang mga botante sa Malabang, Lanao del Sur ngayong umaga ng #Eleksyon2022. ðŸ“¸: Comelec Comm. George Garcia | via @nimfaravelo
@dzbb",gmanews,5/9/2022
"Buong puwersa ang GMA News and Public Affairs sa paghahatid ng malalaking balita ngayong #Eleksyon2022! #DapatTotoo
Para sa mga balita kaugnay sa #Eleksyon2022, bisitahin ang http://eleksyon2022.ph website. Maaari din abangan dito ang resulta ng botohan mamayang gabi.",gmanews,5/9/2022
"Comelec Palawan, all systems go na para sa isasagawang #Eleksyon2022. | via Junfred Calamba, Super Radyo Palawan @dzbb",gmanews,5/9/2022
"LOOK: Voting center na gagamitin sa pagboto ni Pangulong Rodrigo Duterte, inihanda na; Davao City, nakaranas ng pag-ulan sa buong magdamag. | via Rodel Natad, Super Radyo Davao @dzbb",gmanews,5/9/2022
"Isolation polling precinct sa Malanday Elementary School sa Marikina City, handa na rin para sa mga makikitaan ng sintomas ng COVID-19. | via @glenjuego
@dzbb
#Eleksyon2022",gmanews,5/9/2022
Early bird voters troop to polling places even before voting hours start #Eleksyon2022,gmanews,5/9/2022
"Around 65.7 million registered Filipino voters are expected to troop to polling precincts nationwide on Monday, May 9, as the Philippines conducts its first ever national and local elections during the COVID-19 pandemic. #Eleksyon2022",gmanews,5/9/2022
"Handa ka na bang bomoto ngayong araw? Narito ang mga hakbang sa pagboto ngayong #Eleksyon2022. #DapatTotoo
Handa na ba kayong bumoto at may kodigo na ba kayo para sa Eleksyon sa Lunes? Bisitahin ang website na ito para makagawa ng listahan: https://gmanetwork.com/news/eleksyon2022/mykodigo/",gmanews,5/9/2022
"Simula na ng botohan dito sa Bayan Luma 1 Elementary School, Imus, Cavite. May pila na rin ng mga maagang dumating para bumoto ngayong #Eleksyon2022 | via @_iancruz",gmanews,5/9/2022
"SIMULA NA ANG BOTOHAN PARA SA #ELEKSYON2022! Tumutok sa GMA News and Public Affairs sa TV, online at radyo mula May 9 hanggang May 10 sa GMA Network channel 7 at GTV channel 11 o panoorin ang aming livestream sa GMA News YouTube channel.",gmanews,5/9/2022
"A person with disability is offered a replacement mask after he was spotted inside a Pasig City polling center wearing one printed with faces of candidates, which is prohibited under @COMELEC
guidelines. #Eleksyon2022 | via @jun_veneracion",gmanews,5/9/2022
Inihahanda na ang vote-counting machine sa isang clustered precinct sa Bayan Luma 1 Elementary School para sa pagsisimila ng botohan pagpatak ng alas sais ng umaga. #Eleksyon2022 | via @_iancruz,gmanews,5/9/2022
Pinapapasok na ang mga botanteng senior citizen sa Mariano Marcos Memorial Elementary School. Pinapasok na rin ang mga watcher. #Eleksyon2022 | via @sandraguinaldo,gmanews,5/9/2022
Senior citizens await opening of polls at the Alabang Elementary School. #Eleksyon2022 | via @Joseph_Morong,gmanews,5/9/2022
"Comelec Acting Spokesperson Rex Laudiangco reports that 49 VCMs have not yet undergone final testing and sealing, which should be conducted before voting can take place. #Eleksyon2022 | via @tinapperez",gmanews,5/9/2022
"On Monday, May 9, 2022, the Philippines will hold its national and local elections to elect a new set of public officials.
Here are some voting reminders. #Eleksyon2022",gmanews,5/9/2022
"Pila ng mga botante sa Rizal High School sa Pasig, inaayos na para sa pagbubukas ng polling center ng alas-6:00 ng umaga. #Eleksyon2022 | via @MMakalalad
@dzbb",gmanews,5/9/2022
Mahaba na ang pila ng mga botante sa labas ng President Corazon Aquino Elementary School. #Eleksyon2022 | via @makipulido,gmanews,5/9/2022
Marilou Bacani and her husband Geoffrey among the early birds waiting to cast their vote at the Fort Bonifacio Elementary School in Makati. #Eleksyon2022 | via @chinogaston,gmanews,5/9/2022
"TINGNAN: Nagtipon-tipon na sa labas ng Potrero Elementary School sa Malabon City ang mga magsisilbing poll watcher sa #Eleksyon2022 ngayong araw. | via @luisitosantos03
@dzbb",gmanews,5/9/2022
LOOK: Watchers await the opening of gates at the Alabang Elementary School. #Eleksyon2022 | via @Joseph_Morong,gmanews,5/9/2022
"Mga magsisilbing poll watcher sa #Eleksyon2022, naghihintay na sa labas ng Potrero Elementary School sa Malabon City.| via @luisitosantos03
@dzbb",gmanews,5/9/2022
Teachers serving as electoral board have started pulling out VCMs and ballots to set up the precincts in President Corazon Aquino Elementary School in Quezon City. #Eleksyon2022 | via @makipulido,gmanews,5/9/2022
"WATCH: A bit of delay in the releasing of vote counting machines at Rafael Palma Elementary School in Manila. Some members of the Electoral Board said the DESO assigned to them, those who are authorized to distribute the VCM, arrived late. #Eleksyon2022 | via @victoriatulad",gmanews,5/9/2022
"TINGNAN: Mga guro na magsisilbing electoral board sa #Eleksyon2022, maagang nagtungo sa Potrero Elementary School sa Malabon City. | via @luisitosantos03
@dzbb",gmanews,5/9/2022
Ang boto mo ay mahalaga. Piliin ang kandidatong totoo ngayong #Eleksyon2022. #DapatTotoo,gmanews,5/9/2022
"1 ORAS NA LANG BAGO ANG BOTOHAN PARA SA #ELEKSYON2022! â€˜Wag palampasin ang GMA News and Public Affairs marathon #Eleksyon2022 coverage sa TV, online at radyo mula May 9 hanggang ng May 10 sa GMA Network at GTV o panoorin ang aming livestream sa GMA News YouTube channel.",gmanews,5/9/2022
Nagsimula na ang pamamahagi ng mga vote counting machine (VCM) at election paraphernalia sa mga Board of Electoral Inspector sa Camarin D Elementary School sa Caloocan City. #Eleksyon2022 | via Danielle Orines/GMA News,gmanews,5/9/2022
Voters queue up outside Nagpayong Elementary School in Pasig City as they wait for polling precincts to open at 6am. #Eleksyon2022 | via @jun_veneracion,gmanews,5/9/2022
